No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
597,Ferroseed,Ferroseed,5,0.6m,18.8kg,Grass,Steel,Iron Barbs,,,Gray,50,50,0,20,Grass,Mineral,255,61,1000000,Ordinary,,,44,50,91,24,86,10,305,0,0,1,0,0,0
598,Ferrothorn,Ferrothorn,5,1.0m,110.0kg,Grass,Steel,Iron Barbs,,Anticipation,Gray,50,50,0,20,Grass,Mineral,90,171,1000000,Ordinary,,,74,94,131,54,116,20,489,0,0,2,0,0,0
599,Klink,Klink,5,0.3m,21.0kg,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,130,60,1059860,Ordinary,,,40,55,70,45,60,30,300,0,0,1,0,0,0
600,Klang,Klang,5,0.6m,51.0kg,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,60,154,1059860,Ordinary,,,60,80,95,70,85,50,440,0,0,2,0,0,0
601,Klinklang,Klinklang,5,0.6m,81.0kg,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,30,260,1059860,Ordinary,,,60,100,115,70,85,90,520,0,0,3,0,0,0
602,Tynamo,Tynamo,5,0.2m,0.3kg,Electric,,Levitate,,,White,50,50,0,20,Amorphous,,190,55,1250000,Ordinary,,,35,55,40,45,40,60,275,0,0,0,0,0,1
603,Eelektrik,Eelektrik,5,1.2m,22.0kg,Electric,,Levitate,,,Blue,50,50,0,20,Amorphous,,60,142,1250000,Ordinary,,,65,85,70,75,70,40,405,0,2,0,0,0,0
604,Eelektross,Eelektross,5,2.1m,80.5kg,Electric,,Levitate,,,Blue,50,50,0,20,Amorphous,,30,258,1250000,Ordinary,,,85,115,80,105,80,50,515,0,3,0,0,0,0
605,Elgyem,Elgyem,5,0.5m,9.0kg,Psychic,,Telepathy,Synchronize,Analytic,Blue,50,50,0,20,Human-Like,,255,67,1000000,Ordinary,,,55,55,55,85,55,30,335,0,0,0,1,0,0
606,Beheeyem,Beheeyem,5,1.0m,34.5kg,Psychic,,Telepathy,Synchronize,Analytic,Brown,50,50,0,20,Human-Like,,90,170,1000000,Ordinary,,,75,75,75,125,95,40,485,0,0,0,2,0,0
607,Litwick,Litwick,5,0.3m,3.1kg,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,White,50,50,0,20,Amorphous,,190,55,1059860,Ordinary,,,50,30,55,65,55,20,275,0,0,0,1,0,0
608,Lampent,Lampent,5,0.6m,13.0kg,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,50,50,0,20,Amorphous,,90,130,1059860,Ordinary,,,60,40,60,95,60,55,370,0,0,0,2,0,0
609,Chandelure,Chandelure,5,1.0m,34.3kg,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,50,50,0,20,Amorphous,,45,260,1059860,Ordinary,,,60,55,90,145,90,80,520,0,0,0,3,0,0
610,Axew,Axew,5,0.6m,18.0kg,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,50,50,0,40,Monster,Dragon,75,64,1250000,Ordinary,,,46,87,60,30,40,57,320,0,1,0,0,0,0
611,Fraxure,Fraxure,5,1.0m,36.0kg,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,50,50,0,40,Monster,Dragon,60,144,1250000,Ordinary,,,66,117,70,40,50,67,410,0,2,0,0,0,0
612,Haxorus,Haxorus,5,1.8m,105.5kg,Dragon,,Rivalry,Mold Breaker,Unnerve,Yellow,50,50,0,40,Monster,Dragon,45,270,1250000,Ordinary,,,76,147,90,60,70,97,540,0,3,0,0,0,0
613,Cubchoo,Cubchoo,5,0.5m,8.5kg,Ice,,Snow Cloak,Slush Rush,Rattled,White,50,50,0,20,Ground,,120,61,1000000,Ordinary,,,55,70,40,60,40,40,305,0,1,0,0,0,0
614,Beartic,Beartic,5,2.6m,260.0kg,Ice,,Snow Cloak,Slush Rush,Swift Swim,White,50,50,0,20,Ground,,60,177,1000000,Ordinary,,,95,130,80,70,80,50,505,0,2,0,0,0,0
615,Cryogonal,Cryogonal,5,1.1m,148.0kg,Ice,,Levitate,,,Blue,0,0,100,25,Mineral,,25,180,1000000,Ordinary,,,80,50,50,95,135,105,515,0,0,0,0,2,0
616,Shelmet,Shelmet,5,0.4m,7.7kg,Bug,,Hydration,Shell Armor,Overcoat,Red,50,50,0,15,Bug,,200,61,1000000,Ordinary,,,50,40,85,40,65,25,305,0,0,1,0,0,0
617,Accelgor,Accelgor,5,0.8m,25.3kg,Bug,,Hydration,Sticky Hold,Unburden,Red,50,50,0,15,Bug,,75,173,1000000,Ordinary,,,80,70,40,100,60,145,495,0,0,0,0,0,2
618,Stunfisk,Stunfisk,5,0.7m,11.0kg,Ground,Electric,Static,Limber,Sand Veil,Brown,50,50,0,20,Water1,Amorphous,75,165,1000000,Ordinary,,,109,66,84,81,99,32,471,2,0,0,0,0,0
618,Stunfisk,Galarian Stunfisk,5,0.7m,20.5kg,Ground,Steel,Mimicry,,,Green,50,50,0,20,Water1,Amorphous,75,165,1000000,Ordinary,,Galarian,109,81,99,66,84,32,471,2,0,0,0,0,0
619,Mienfoo,Mienfoo,5,0.9m,20.0kg,Fighting,,Inner Focus,Regenerator,Reckless,Yellow,50,50,0,25,Ground,Human-Like,180,70,1059860,Ordinary,,,45,85,50,55,50,65,350,0,1,0,0,0,0
620,Mienshao,Mienshao,5,1.4m,35.5kg,Fighting,,Inner Focus,Regenerator,Reckless,Purple,50,50,0,25,Ground,Human-Like,45,179,1059860,Ordinary,,,65,125,60,95,60,105,510,0,2,0,0,0,0
621,Druddigon,Druddigon,5,1.6m,139.0kg,Dragon,,Rough Skin,Sheer Force,Mold Breaker,Red,50,50,0,30,Dragon,Monster,45,170,1000000,Ordinary,,,77,120,90,60,90,48,485,0,2,0,0,0,0
622,Golett,Golett,5,1.0m,92.0kg,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,0,0,100,25,Mineral,,190,61,1000000,Ordinary,,,59,74,50,35,50,35,303,0,1,0,0,0,0
623,Golurk,Golurk,5,2.8m,330.0kg,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,0,0,100,25,Mineral,,90,169,1000000,Ordinary,,,89,124,80,55,80,55,483,0,2,0,0,0,0
624,Pawniard,Pawniard,5,0.5m,10.2kg,Dark,Steel,Defiant,Inner Focus,Pressure,Red,50,50,0,20,Human-Like,,120,68,1000000,Ordinary,,,45,85,70,40,40,60,340,0,1,0,0,0,0
625,Bisharp,Bisharp,5,1.6m,70.0kg,Dark,Steel,Defiant,Inner Focus,Pressure,Red,50,50,0,20,Human-Like,,45,172,1000000,Ordinary,,,65,125,100,60,70,70,490,0,2,0,0,0,0
626,Bouffalant,Bouffalant,5,1.6m,94.6kg,Normal,,Reckless,Sap Sipper,Soundproof,Brown,50,50,0,20,Ground,,45,172,1000000,Ordinary,,,95,110,95,40,95,55,490,0,2,0,0,0,0
627,Rufflet,Rufflet,5,0.5m,10.5kg,Normal,Flying,Keen Eye,Sheer Force,Hustle,White,100,0,0,20,Flying,,190,70,1250000,Ordinary,,,70,83,50,37,50,60,350,0,1,0,0,0,0
628,Braviary,Braviary,5,1.5m,41.0kg,Normal,Flying,Keen Eye,Sheer Force,Defiant,Red,100,0,0,20,Flying,,60,179,1250000,Ordinary,,,100,123,75,57,75,80,510,0,2,0,0,0,0
628,Braviary,Hisuian Braviary,5,1.7m,43.4kg,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,Red,100,0,0,20,Flying,,60,179,1250000,Ordinary,,Hisuian,110,83,70,112,70,65,510,0,0,0,2,0,0
629,Vullaby,Vullaby,5,0.5m,9.0kg,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,0,100,0,20,Flying,,190,74,1250000,Ordinary,,,70,55,75,45,65,60,370,0,0,1,0,0,0
630,Mandibuzz,Mandibuzz,5,1.2m,39.5kg,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,0,100,0,20,Flying,,60,179,1250000,Ordinary,,,110,65,105,55,95,80,510,0,0,0,2,0,0
631,Heatmor,Heatmor,5,1.4m,58.0kg,Fire,,Gluttony,Flash Fire,White Smoke,Red,50,50,0,20,Ground,,90,169,1000000,Ordinary,,,85,97,66,105,66,65,484,0,0,0,2,0,0
632,Durant,Durant,5,0.3m,33.0kg,Bug,Steel,Swarm,Hustle,Truant,Gray,50,50,0,20,Bug,,90,169,1000000,Ordinary,,,58,109,112,48,48,109,484,0,0,2,0,0,0
633,Deino,Deino,5,0.8m,17.3kg,Dark,Dragon,Hustle,,,Blue,50,50,0,40,Dragon,,45,60,1250000,Ordinary,,,52,65,50,45,50,38,300,0,1,0,0,0,0
634,Zweilous,Zweilous,5,1.4m,50.0kg,Dark,Dragon,Hustle,,,Blue,50,50,0,40,Dragon,,45,147,1250000,Ordinary,,,72,85,70,65,70,58,420,0,2,0,0,0,0
635,Hydreigon,Hydreigon,5,1.8m,160.0kg,Dark,Dragon,Levitate,,,Blue,50,50,0,40,Dragon,,45,300,1250000,Ordinary,,,92,105,90,125,90,98,600,0,0,0,3,0,0
636,Larvesta,Larvesta,5,1.1m,28.8kg,Bug,Fire,Flame Body,,Swarm,White,50,50,0,40,Bug,,45,72,1250000,Ordinary,,,55,85,55,50,55,60,360,0,1,0,0,0,0
637,Volcarona,Volcarona,5,1.6m,46.0kg,Bug,Fire,Flame Body,,Swarm,White,50,50,0,40,Bug,,15,275,1250000,Ordinary,,,85,60,65,135,105,100,550,0,0,0,3,0,0
638,Cobalion,Cobalion,5,2.1m,250.0kg,Steel,Fighting,Justified,,,Blue,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,91,90,129,90,72,108,580,0,0,3,0,0,0
639,Terrakion,Terrakion,5,1.9m,260.0kg,Rock,Fighting,Justified,,,Gray,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,91,129,90,72,90,108,580,0,3,0,0,0,0
640,Virizion,Virizion,5,2.0m,200.0kg,Grass,Fighting,Justified,,,Green,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,91,90,72,90,129,108,580,0,0,0,0,3,0
641,Tornadus,Tornadus Incarnate Form,5,1.5m,63.0kg,Flying,,Prankster,,Defiant,Green,100,0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,115,70,125,80,111,580,0,3,0,0,0,0
641,Tornadus,Tornadus Therian Form,5,1.4m,63.0kg,Flying,,Regenerator,,,Green,100,0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,100,80,110,90,121,580,0,0,0,0,0,3
642,Thundurus,Thundurus Incarnate Form,5,1.5m,61.0kg,Electric,Flying,Prankster,,Defiant,Blue,100,0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,115,70,125,80,111,580,0,3,0,0,0,0
642,Thundurus,Thundurus Therian Form,5,3.0m,61.0kg,Electric,Flying,Volt Absorb,,,Blue,100,0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,105,70,145,80,101,580,0,0,0,3,0,0
643,Reshiram,Reshiram,5,3.2m,330.0kg,Dragon,Fire,Turboblaze,,,White,0,0,100,120,Undiscovered,,3,340,1250000,Legendary,,,100,120,100,150,120,90,680,0,0,0,3,0,0
644,Zekrom,Zekrom,5,2.9m,345.0kg,Dragon,Electric,Teravolt,,,Black,0,0,100,120,Undiscovered,,3,340,1250000,Legendary,,,100,150,120,120,100,90,680,0,3,0,0,0,0
645,Landorus,Landorus Incarnate Form,5,1.5m,68.0kg,Ground,Flying,Sand Force,,Sheer Force,Brown,100,0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,,,89,125,90,115,80,101,600,0,0,0,3,0,0
645,Landorus,Landorus Therian Form,5,1.3m,68.0kg,Ground,Flying,Intimidate,,,Brown,100,0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,,,89,145,90,105,80,91,600,0,3,0,0,0,0
646,Kyurem,Kyurem,5,3.0m,325.0kg,Dragon,Ice,Pressure,,,Gray,0,0,100,120,Undiscovered,,3,330,1250000,Legendary,,,125,130,90,130,90,95,660,1,1,0,1,0,0
646,Kyurem,White Kyurem,5,3.6m,325.0kg,Dragon,Ice,Turboblaze,,,Gray,0,0,100,120,Undiscovered,,3,350,1250000,Legendary,,,125,120,90,170,100,95,700,0,0,0,3,0,0
646,Kyurem,Black Kyurem,5,3.3m,325.0kg,Dragon,Ice,Teravolt,,,Gray,0,0,100,120,Undiscovered,,3,350,1250000,Legendary,,,125,170,100,120,90,95,700,0,3,0,0,0,0
647,Keldeo,Keldeo Ordinary Form,5,1.4m,48.5kg,Water,Fighting,Justified,,,Yellow,0,0,100,80,Undiscovered,,3,290,1250000,Mythical,,,91,72,90,129,90,108,580,0,0,0,3,0,0
647,Keldeo,Keldeo Resolute Form,5,1.4m,48.5kg,Water,Fighting,Justified,,,Yellow,0,0,100,80,Undiscovered,,3,290,1250000,Mythical,,,91,72,90,129,90,108,580,0,0,0,3,0,0
648,Meloetta,Meloetta Aria Form,5,0.6m,6.5kg,Normal,Psychic,Serene Grace,,,White,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,100,77,77,128,128,90,600,0,0,0,1,1,1
648,Meloetta,Meloetta Pirouette Form,5,0.6m,6.5kg,Normal,Fighting,Serene Grace,,,White,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,100,128,90,77,77,128,600,0,1,1,0,0,1
649,Genesect,Genesect,5,1.5m,82.5kg,Bug,Steel,Download,,,Purple,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,71,120,95,120,95,99,600,0,1,0,1,0,1
650,Chespin,Chespin,6,0.4m,9.0kg,Grass,,Overgrow,,Bulletproof,Green,87.5,12.5,0,20,Ground,,45,63,1059860,Ordinary,,,56,61,65,48,45,38,313,0,0,1,0,0,0
651,Quilladin,Quilladin,6,0.7m,29.0kg,Grass,,Overgrow,,Bulletproof,Green,87.5,12.5,0,20,Ground,,45,142,1059860,Ordinary,,,61,78,95,56,58,57,405,0,0,2,0,0,0
652,Chesnaught,Chesnaught,6,1.6m,90.0kg,Grass,Fighting,Overgrow,,Bulletproof,Green,87.5,12.5,0,20,Ground,,45,265,1059860,Ordinary,,,88,107,122,74,75,64,530,0,0,3,0,0,0
653,Fennekin,Fennekin,6,0.4m,9.4kg,Fire,,Blaze,,Magician,Red,87.5,12.5,0,20,Ground,,45,61,1059860,Ordinary,,,40,45,40,62,60,60,307,0,0,0,1,0,0
654,Braixen,Braixen,6,1.0m,14.5kg,Fire,,Blaze,,Magician,Red,87.5,12.5,0,20,Ground,,45,143,1059860,Ordinary,,,59,59,58,90,70,73,409,0,0,0,2,0,0
655,Delphox,Delphox,6,1.5m,39.0kg,Fire,Psychic,Blaze,,Magician,Red,87.5,12.5,0,20,Ground,,45,267,1059860,Ordinary,,,75,69,72,114,100,104,534,0,0,0,3,0,0
656,Froakie,Froakie,6,0.3m,7.0kg,Water,,Torrent,,Protean,Blue,87.5,12.5,0,20,Water1,,45,63,1059860,Ordinary,,,41,56,40,62,44,71,314,0,0,0,0,0,1
657,Frogadier,Frogadier,6,0.6m,10.9kg,Water,,Torrent,,Protean,Blue,87.5,12.5,0,20,Water1,,45,142,1059860,Ordinary,,,54,63,52,83,56,97,405,0,0,0,0,0,2
658,Greninja,Greninja,6,1.5m,40.0kg,Water,Dark,Torrent,,Protean,Blue,100,0,0,20,Water1,,45,265,1059860,Ordinary,,,72,95,67,103,71,122,530,0,0,0,0,0,3
658,Greninja,Ash Greninja,6,1.5m,40.0kg,Water,Dark,Battle Bond,,,Blue,100,0,0,20,Undiscovered,,45,288,1059860,Ordinary,,,72,145,67,153,71,132,640,0,0,0,0,0,3
659,Bunnelby,Bunnelby,6,0.4m,5.0kg,Normal,,Pickup,Cheek Pouch,Huge Power,Brown,50,50,0,15,Ground,,255,47,1000000,Ordinary,,,38,36,38,32,36,57,237,0,0,0,0,0,1
660,Diggersby,Diggersby,6,1.0m,42.4kg,Normal,Ground,Pickup,Cheek Pouch,Huge Power,Brown,50,50,0,15,Ground,,127,148,1000000,Ordinary,,,85,56,77,50,77,78,423,2,0,0,0,0,0
661,Fletchling,Fletchling,6,0.3m,1.7kg,Normal,Flying,Big Pecks,,Gale Wings,Red,50,50,0,15,Flying,,255,56,1059860,Ordinary,,,45,50,43,40,38,62,278,0,0,0,0,0,1
662,Fletchinder,Fletchinder,6,0.7m,16.0kg,Fire,Flying,Flame Body,,Gale Wings,Red,50,50,0,15,Flying,,120,134,1059860,Ordinary,,,62,73,55,56,52,84,382,0,0,0,0,0,2
663,Talonflame,Talonflame,6,1.2m,24.5kg,Fire,Flying,Flame Body,,Gale Wings,Red,50,50,0,15,Flying,,45,175,1059860,Ordinary,,,78,81,71,74,69,126,499,0,0,0,0,0,3
664,Scatterbug,Scatterbug,6,0.3m,2.5kg,Bug,,Shield Dust,Compound Eyes,Friend Guard,Black,50,50,0,15,Bug,,255,40,1000000,Ordinary,,,38,35,40,27,25,35,200,0,0,1,0,0,0
665,Spewpa,Spewpa,6,0.3m,8.4kg,Bug,,Shed Skin,,Friend Guard,Black,50,50,0,15,Bug,,120,75,1000000,Ordinary,,,45,22,60,27,30,29,213,0,0,2,0,0,0
666,Vivillon,Vivillon,6,1.2m,17.0kg,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,White,50,50,0,15,Bug,,45,206,1000000,Ordinary,,,80,52,50,90,50,89,411,1,0,0,1,0,1
667,Litleo,Litleo,6,0.6m,13.5kg,Fire,Normal,Rivalry,Unnerve,Moxie,Brown,12.5,87.5,0,20,Ground,,220,74,1059860,Ordinary,,,62,50,58,73,54,72,369,0,0,0,1,0,0
668,Pyroar,Pyroar,6,1.5m,81.5kg,Fire,Normal,Rivalry,Unnerve,Moxie,Brown,12.5,87.5,0,20,Ground,,65,177,1059860,Ordinary,,,86,68,72,109,66,106,507,0,0,0,2,0,0
669,Flabebe,Flabebe,6,0.1m,0.1kg,Fairy,,Flower Veil,,Symbiosis,White,0,100,0,20,Fairy,,225,61,1000000,Ordinary,,,44,38,39,61,79,42,303,0,0,0,0,1,0
670,Floette,Floette,6,0.2m,0.9kg,Fairy,,Flower Veil,,Symbiosis,White,0,100,0,20,Fairy,,120,130,1000000,Ordinary,,,54,45,47,75,98,52,371,0,0,0,0,2,0
671,Florges,Florges,6,1.1m,10.0kg,Fairy,,Flower Veil,,Symbiosis,White,0,100,0,20,Fairy,,45,276,1000000,Ordinary,,,78,65,68,112,154,75,552,0,0,0,0,3,0
672,Skiddo,Skiddo,6,0.9m,31.0kg,Grass,,Sap Sipper,,Grass Pelt,Brown,50,50,0,20,Ground,,200,70,1000000,Ordinary,,,66,65,48,62,57,52,350,1,0,0,0,0,0
673,Gogoat,Gogoat,6,1.7m,91.0kg,Grass,,Sap Sipper,,Grass Pelt,Brown,50,50,0,20,Ground,,45,186,1000000,Ordinary,,,123,100,62,97,81,68,531,2,0,0,0,0,0
674,Pancham,Pancham,6,0.6m,8.0kg,Fighting,,Iron Fist,Mold Breaker,Scrappy,White,50,50,0,25,Ground,Human-Like,220,70,1000000,Ordinary,,,67,82,62,46,48,43,348,0,1,0,0,0,0
675,Pangoro,Pangoro,6,2.1m,136.0kg,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,White,50,50,0,25,Ground,Human-Like,65,173,1000000,Ordinary,,,95,124,78,69,71,58,495,0,2,0,0,0,0
676,Furfrou,Furfrou,6,1.2m,28.0kg,Normal,,Fur Coat,,,White,50,50,0,20,Ground,,160,165,1000000,Ordinary,,,75,80,60,65,90,102,472,0,0,0,0,0,1
677,Espurr,Espurr,6,0.3m,3.5kg,Psychic,,Keen Eye,Infiltrator,Own Tempo,Gray,50,50,0,20,Ground,,190,71,1000000,Ordinary,,,62,48,54,63,60,68,355,0,0,0,0,0,1
678,Meowstic,Meowstic Male,6,0.6m,8.5kg,Psychic,,Keen Eye,Infiltrator,Prankster,Blue,100,0,0,20,Ground,,75,163,1000000,Ordinary,,,74,48,76,83,81,104,466,0,0,0,0,0,2
678,Meowstic,Meowstic Female,6,0.6m,8.5kg,Psychic,,Keen Eye,Infiltrator,Competitive,White,0,100,0,20,Ground,,75,163,1000000,Ordinary,,,74,48,76,83,81,104,466,0,0,0,0,0,2
679,Honedge,Honedge,6,0.8m,2.0kg,Steel,Ghost,No Guard,,,Brown,50,50,0,20,Mineral,,180,65,1000000,Ordinary,,,45,80,100,35,37,28,325,0,0,1,0,0,0
680,Doublade,Doublade,6,0.8m,4.5kg,Steel,Ghost,No Guard,,,Brown,50,50,0,20,Mineral,,90,157,1000000,Ordinary,,,59,110,150,45,49,35,448,0,0,2,0,0,0
681,Aegislash,Aegislash Shield Form,6,1.7m,53.0kg,Steel,Ghost,Stance Change,,,Brown,50,50,0,20,Mineral,,45,250,1000000,Ordinary,,,60,50,140,50,140,60,500,0,0,2,0,1,0
681,Aegislash,Aegislash Blade Form,6,1.7m,53.0kg,Steel,Ghost,Stance Change,,,Brown,50,50,0,20,Mineral,,45,250,1000000,Ordinary,,,60,140,50,140,50,60,500,0,2,0,1,0,0
682,Spritzee,Spritzee,6,0.2m,0.5kg,Fairy,,Healer,,Aroma Veil,Pink,50,50,0,20,Fairy,,200,68,1000000,Ordinary,,,78,52,60,63,65,23,341,1,0,0,0,0,0
683,Aromatisse,Aromatisse,6,0.8m,15.5kg,Fairy,,Healer,,Aroma Veil,Pink,50,50,0,20,Fairy,,140,162,1000000,Ordinary,,,101,72,72,99,89,29,462,2,0,0,0,0,0
684,Swirlix,Swirlix,6,0.4m,3.5kg,Fairy,,Sweet Veil,,Unburden,White,50,50,0,20,Fairy,,200,68,1000000,Ordinary,,,62,48,66,59,57,49,341,0,0,1,0,0,0
685,Slurpuff,Slurpuff,6,0.8m,5.0kg,Fairy,,Sweet Veil,,Unburden,White,50,50,0,20,Fairy,,140,168,1000000,Ordinary,,,82,80,86,85,75,72,480,0,0,2,0,0,0
686,Inkay,Inkay,6,0.4m,3.5kg,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Blue,50,50,0,20,Water1,Water2,190,58,1000000,Ordinary,,,53,54,53,37,46,45,288,0,1,0,0,0,0
687,Malamar,Malamar,6,1.5m,47.0kg,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Blue,50,50,0,20,Water1,Water2,80,169,1000000,Ordinary,,,86,92,88,68,75,73,482,0,2,0,0,0,0
688,Binacle,Binacle,6,0.5m,31.0kg,Rock,Water,Tough Claws,Sniper,Pickpocket,Brown,50,50,0,20,Water3,,120,61,1000000,Ordinary,,,42,52,67,39,56,50,306,0,1,0,0,0,0
689,Barbaracle,Barbaracle,6,1.3m,96.0kg,Rock,Water,Tough Claws,Sniper,Pickpocket,Brown,50,50,0,20,Water3,,45,175,1000000,Ordinary,,,72,105,115,54,86,68,500,0,2,0,0,0,0
690,Skrelp,Skrelp,6,0.5m,7.3kg,Poison,Water,Poison Point,Poison Touch,Adaptability,Brown,50,50,0,20,Water1,Dragon,225,64,1000000,Ordinary,,,50,60,60,60,60,30,320,0,0,0,0,1,0
691,Dragalge,Dragalge,6,1.8m,81.5kg,Poison,Dragon,Poison Point,Poison Touch,Adaptability,Brown,50,50,0,20,Water1,Dragon,55,173,1000000,Ordinary,,,65,75,90,97,123,44,494,0,0,0,0,2,0
692,Clauncher,Clauncher,6,0.5m,8.3kg,Water,,Mega Launcher,,,Blue,50,50,0,15,Water1,Water3,225,66,1250000,Ordinary,,,50,53,62,58,63,44,330,0,0,0,1,0,0
693,Clawitzer,Clawitzer,6,1.3m,35.3kg,Water,,Mega Launcher,,,Blue,50,50,0,15,Water1,Water3,55,100,1250000,Ordinary,,,71,73,88,120,89,59,500,0,0,0,2,0,0
694,Helioptile,Helioptile,6,0.5m,6.0kg,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Yellow,50,50,0,20,Monster,Dragon,190,58,1000000,Ordinary,,,44,38,33,61,43,70,289,0,0,0,0,0,1
695,Heliolisk,Heliolisk,6,1.0m,21.0kg,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Yellow,50,50,0,20,Monster,Dragon,75,168,1000000,Ordinary,,,62,55,52,109,94,109,481,0,0,0,1,0,1
696,Tyrunt,Tyrunt,6,0.8m,26.0kg,Rock,Dragon,Strong Jaw,,Sturdy,Brown,87.5,12.5,0,30,Monster,Dragon,45,72,1000000,Ordinary,,,58,89,77,45,45,48,362,0,1,0,0,0,0
697,Tyrantrum,Tyrantrum,6,2.5m,270.0kg,Rock,Dragon,Strong Jaw,,Rock Head,Red,87.5,12.5,0,30,Monster,Dragon,45,182,1000000,Ordinary,,,82,121,119,69,59,71,521,0,2,0,0,0,0
698,Amaura,Amaura,6,1.3m,25.2kg,Rock,Ice,Refrigerate,,Snow Warning,Blue,87.5,12.5,0,30,Monster,,45,72,1000000,Ordinary,,,77,59,50,67,63,46,362,1,0,0,0,0,0
699,Aurorus,Aurorus,6,2.7m,225.0kg,Rock,Ice,Refrigerate,,Snow Warning,Blue,87.5,12.5,0,30,Monster,,45,104,1000000,Ordinary,,,123,77,72,99,92,58,521,2,0,0,0,0,0
700,Sylveon,Sylveon,6,1.0m,23.5kg,Fairy,,Cute Charm,,Pixilate,Pink,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,,,95,65,65,110,130,60,525,0,0,0,0,2,0
701,Hawlucha,Hawlucha,6,0.8m,21.5kg,Fighting,Flying,Limber,Unburden,Mold Breaker,Green,50,50,0,20,Flying,Human-Like,100,175,1000000,Ordinary,,,78,92,75,74,63,118,500,0,2,0,0,0,0
702,Dedenne,Dedenne,6,0.2m,2.2kg,Electric,Fairy,Cheek Pouch,Pickup,Plus,Yellow,50,50,0,20,Ground,Fairy,180,151,1000000,Ordinary,,,67,58,57,81,67,101,431,0,0,0,0,0,2
703,Carbink,Carbink,6,0.3m,5.7kg,Rock,Fairy,Clear Body,,Sturdy,Gray,0,0,100,25,Fairy,Mineral,60,100,1250000,Ordinary,,,50,50,150,50,150,50,500,0,0,1,0,1,0
704,Goomy,Goomy,6,0.3m,2.8kg,Dragon,,Sap Sipper,Hydration,Gooey,Purple,50,50,0,40,Dragon,,45,60,1250000,Ordinary,,,45,50,35,55,75,40,300,0,0,0,0,1,0
705,Sliggoo,Sliggoo,6,0.8m,17.5kg,Dragon,,Sap Sipper,Hydration,Gooey,Purple,50,50,0,40,Dragon,,45,158,1250000,Ordinary,,,68,75,53,83,113,60,452,0,0,0,0,2,0
705,Sliggoo,Hisuian Sliggoo,6,0.7m,68.5kg,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,Purple,50,50,0,40,Dragon,,45,158,1250000,Ordinary,,Hisuian,58,75,83,83,113,40,452,0,0,0,0,2,0
706,Goodra,Goodra,6,2.0m,150.5kg,Dragon,,Sap Sipper,Hydration,Gooey,Purple,50,50,0,40,Dragon,,45,300,1250000,Ordinary,,,90,100,70,110,150,80,600,0,0,0,0,3,0
706,Goodra,Hisuian Goodra,6,1.7m,334.1kg,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,Purple,50,50,0,40,Dragon,,45,300,1250000,Ordinary,,Hisuian,80,100,100,110,150,60,600,0,0,0,0,3,0
707,Klefki,Klefki,6,0.2m,3.0kg,Steel,Fairy,Prankster,,Magician,Gray,50,50,0,20,Mineral,,75,165,800000,Ordinary,,,57,80,91,80,87,75,470,0,0,1,0,0,0
