ID: 424 ID: 424 | Name: Pansage | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 10.5kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 316
ID: 145 ID: 145 | Name: Shinx | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.5m | Weight: 9.5kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 263
ID: 290 ID: 290 | Name: Starmie | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.1m | Weight: 80.0kg | Type: [Water, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 520
ID: 959 ID: 959 | Name: Aron | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.4m | Weight: 60.0kg | Type: [Steel, Rock] | Category: Ordinary | Mega Evolution: false | TOTAL: 330
ID: 481 ID: 481 | Name: Delphox | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 1.5m | Weight: 39.0kg | Type: [Fire, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 534
ID: 779 ID: 779 | Name: Galarian Articuno | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.7m | Weight: 50.9kg | Type: [Psychic, Flying] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 847 ID: 847 | Name: Calyrex | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.1m | Weight: 7.7kg | Type: [Psychic, Grass] | Category: Legendary | Mega Evolution: false | TOTAL: 500
ID: 427 ID: 427 | Name: Flygon | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 2.0m | Weight: 82.0kg | Type: [Ground, Dragon] | Category: Ordinary | Mega Evolution: false | TOTAL: 520
ID: 1192 ID: 1192 | Name: Venonat | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.0m | Weight: 30.0kg | Type: [Bug, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 305
ID: 1063 ID: 1063 | Name: Urshifu Rapid Strike Style | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.9m | Weight: 105.0kg | Type: [Fighting, Water] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 550
ID: 1185 ID: 1185 | Name: Yveltal | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 5.8m | Weight: 203.0kg | Type: [Dark, Flying] | Category: Legendary | Mega Evolution: false | TOTAL: 680
ID: 109 ID: 109 | Name: Magmar | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.3m | Weight: 44.5kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 495
ID: 864 ID: 864 | Name: Feraligatr | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 2.3m | Weight: 88.8kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 1035 ID: 1035 | Name: Palafin Zero Form | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.3m | Weight: 60.2kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 457
ID: 681 ID: 681 | Name: Furret | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.8m | Weight: 32.5kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 415
ID: 1032 ID: 1032 | Name: Galarian Farfetch'd | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.8m | Weight: 42.0kg | Type: [Fighting, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 377
ID: 185 ID: 185 | Name: Chatot | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.5m | Weight: 1.9kg | Type: [Normal, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 411
ID: 437 ID: 437 | Name: Moltres | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 2.0m | Weight: 60.0kg | Type: [Fire, Flying] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 213 ID: 213 | Name: Chimchar | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.5m | Weight: 6.2kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 309
ID: 457 ID: 457 | Name: Darkrai | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.5m | Weight: 50.5kg | Type: [Dark, ] | Category: Mythical | Mega Evolution: false | TOTAL: 600
ID: 227 ID: 227 | Name: Pidgey | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.3m | Weight: 1.8kg | Type: [Normal, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 251
ID: 204 ID: 204 | Name: Bouffalant | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.6m | Weight: 94.6kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 96 ID: 96 | Name: Samurott | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.5m | Weight: 94.6kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 528
ID: 1025 ID: 1025 | Name: Mega Salamence | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.8m | Weight: 112.6kg | Type: [Dragon, Flying] | Category: Ordinary | Mega Evolution: true | TOTAL: 700
ID: 1137 ID: 1137 | Name: Walrein | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.4m | Weight: 150.6kg | Type: [Ice, Water] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 166 ID: 166 | Name: Hitmonchan | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.4m | Weight: 50.2kg | Type: [Fighting, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 455
ID: 329 ID: 329 | Name: Regice | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.8m | Weight: 175.0kg | Type: [Ice, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 829 ID: 829 | Name: Kabuto | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.5m | Weight: 11.5kg | Type: [Rock, Water] | Category: Ordinary | Mega Evolution: false | TOTAL: 355
ID: 193 ID: 193 | Name: Snorunt | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.7m | Weight: 16.8kg | Type: [Ice, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 300
ID: 1066 ID: 1066 | Name: Sandslash | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.0m | Weight: 29.5kg | Type: [Ground, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 450
ID: 236 ID: 236 | Name: Nidoran F | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.4m | Weight: 7.0kg | Type: [Poison, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 275
ID: 129 ID: 129 | Name: Poliwrath | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.3m | Weight: 54.0kg | Type: [Water, Fighting] | Category: Ordinary | Mega Evolution: false | TOTAL: 510
ID: 1056 ID: 1056 | Name: Alolan Dugtrio | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.7m | Weight: 66.6kg | Type: [Ground, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 425
ID: 21 ID: 21 | Name: Dondozo | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 12.0m | Weight: 220.0kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 811 ID: 811 | Name: Espurr | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.3m | Weight: 3.5kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 355
ID: 998 ID: 998 | Name: Mega Abomasnow | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 2.7m | Weight: 185.0kg | Type: [Grass, Ice] | Category: Ordinary | Mega Evolution: true | TOTAL: 594
ID: 333 ID: 333 | Name: Machop | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.8m | Weight: 19.5kg | Type: [Fighting, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 305
ID: 410 ID: 410 | Name: Gloom | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.8m | Weight: 8.6kg | Type: [Grass, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 395
ID: 754 ID: 754 | Name: Silvally | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 2.3m | Weight: 100.5kg | Type: [Normal, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 570
ID: 880 ID: 880 | Name: Archeops | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.4m | Weight: 32.0kg | Type: [Rock, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 567
ID: 198 ID: 198 | Name: Bramblin | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.6m | Weight: 0.6kg | Type: [Grass, Ghost] | Category: Ordinary | Mega Evolution: false | TOTAL: 275
ID: 678 ID: 678 | Name: Eelektross | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 2.1m | Weight: 80.5kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 515
ID: 422 ID: 422 | Name: Mega Altaria | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.5m | Weight: 20.6kg | Type: [Dragon, Fairy] | Category: Ordinary | Mega Evolution: true | TOTAL: 590
ID: 1180 ID: 1180 | Name: Frosmoth | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.3m | Weight: 42.0kg | Type: [Ice, Bug] | Category: Ordinary | Mega Evolution: false | TOTAL: 475
ID: 104 ID: 104 | Name: Rattata | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.3m | Weight: 3.5kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 253
ID: 507 ID: 507 | Name: Unown | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.5m | Weight: 5.0kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 336
ID: 1142 ID: 1142 | Name: Cloyster | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.5m | Weight: 132.5kg | Type: [Water, Ice] | Category: Ordinary | Mega Evolution: false | TOTAL: 525
ID: 1181 ID: 1181 | Name: Croconaw | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.1m | Weight: 25.0kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 1114 ID: 1114 | Name: Finneon | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.4m | Weight: 7.0kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 330
ID: 725 ID: 725 | Name: Deoxys Attack Form | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.7m | Weight: 60.8kg | Type: [Psychic, ] | Category: Mythical | Mega Evolution: false | TOTAL: 600
ID: 60 ID: 60 | Name: Diglett | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.2m | Weight: 0.8kg | Type: [Ground, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 265
ID: 783 ID: 783 | Name: Floragato | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.9m | Weight: 12.2kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 410
ID: 705 ID: 705 | Name: Gothitelle | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.5m | Weight: 44.0kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 1156 ID: 1156 | Name: Armaldo | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.5m | Weight: 68.2kg | Type: [Rock, Bug] | Category: Ordinary | Mega Evolution: false | TOTAL: 495
ID: 8 ID: 8 | Name: Galvantula | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.8m | Weight: 14.3kg | Type: [Bug, Electric] | Category: Ordinary | Mega Evolution: false | TOTAL: 472
ID: 1093 ID: 1093 | Name: Type: Null | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 1.9m | Weight: 120.5kg | Type: [Normal, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 534
ID: 1044 ID: 1044 | Name: Roserade | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.9m | Weight: 14.5kg | Type: [Grass, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 515
ID: 327 ID: 327 | Name: Centiskorch | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 3.0m | Weight: 120.0kg | Type: [Fire, Bug] | Category: Ordinary | Mega Evolution: false | TOTAL: 525
ID: 267 ID: 267 | Name: Iron Jugulis | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.3m | Weight: 111.0kg | Type: [Dark, Flying] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 570
ID: 1049 ID: 1049 | Name: Bastiodon | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.3m | Weight: 149.5kg | Type: [Rock, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 495
ID: 749 ID: 749 | Name: Glalie | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.5m | Weight: 256.5kg | Type: [Ice, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 480
ID: 629 ID: 629 | Name: Lunatone | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.0m | Weight: 168.0kg | Type: [Rock, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 460
ID: 30 ID: 30 | Name: Plusle | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.4m | Weight: 4.2kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 1169 ID: 1169 | Name: Magikarp | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.9m | Weight: 10.0kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 200
ID: 482 ID: 482 | Name: Palpitoad | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.8m | Weight: 17.0kg | Type: [Water, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 384
ID: 825 ID: 825 | Name: Dottler | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.4m | Weight: 19.5kg | Type: [Bug, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 335
ID: 128 ID: 128 | Name: Snivy | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 8.1kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 308
ID: 1030 ID: 1030 | Name: Regidrago | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 2.1m | Weight: 200.0kg | Type: [Dragon, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 502 ID: 502 | Name: Entei | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 2.1m | Weight: 198.0kg | Type: [Fire, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 982 ID: 982 | Name: Dugtrio | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.7m | Weight: 33.3kg | Type: [Ground, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 425
ID: 439 ID: 439 | Name: Crawdaunt | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.1m | Weight: 32.8kg | Type: [Water, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 468
ID: 110 ID: 110 | Name: Donphan | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.1m | Weight: 120.0kg | Type: [Ground, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 773 ID: 773 | Name: Cursola | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.0m | Weight: 0.4kg | Type: [Ghost, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 510
ID: 862 ID: 862 | Name: Dewott | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.8m | Weight: 24.5kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 413
ID: 844 ID: 844 | Name: Breloom | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.2m | Weight: 39.2kg | Type: [Grass, Fighting] | Category: Ordinary | Mega Evolution: false | TOTAL: 460
ID: 776 ID: 776 | Name: Baltoy | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.5m | Weight: 21.5kg | Type: [Ground, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 300
ID: 392 ID: 392 | Name: Exeggcute | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.4m | Weight: 2.5kg | Type: [Grass, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 325
ID: 1160 ID: 1160 | Name: Alolan Rattata | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.3m | Weight: 3.8kg | Type: [Dark, Normal] | Category: Ordinary | Mega Evolution: false | TOTAL: 253
ID: 656 ID: 656 | Name: Weezing | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.2m | Weight: 9.5kg | Type: [Poison, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 524 ID: 524 | Name: Serperior | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 3.3m | Weight: 63.0kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 528
ID: 1040 ID: 1040 | Name: Kricketot | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.3m | Weight: 2.2kg | Type: [Bug, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 194
ID: 360 ID: 360 | Name: Escavalier | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.0m | Weight: 33.0kg | Type: [Bug, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 495
ID: 199 ID: 199 | Name: Vanillish | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.1m | Weight: 41.0kg | Type: [Ice, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 395
ID: 687 ID: 687 | Name: Galarian Linoone | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.5m | Weight: 32.5kg | Type: [Dark, Normal] | Category: Ordinary | Mega Evolution: false | TOTAL: 420
ID: 901 ID: 901 | Name: Abomasnow | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 2.2m | Weight: 135.5kg | Type: [Grass, Ice] | Category: Ordinary | Mega Evolution: false | TOTAL: 494
ID: 525 ID: 525 | Name: Minccino | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.4m | Weight: 5.8kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 300
ID: 1088 ID: 1088 | Name: Claydol | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.5m | Weight: 108.0kg | Type: [Ground, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 910 ID: 910 | Name: Copperajah | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 3.0m | Weight: 650.0kg | Type: [Steel, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 432 ID: 432 | Name: Porygon | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.8m | Weight: 36.5kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 395
ID: 570 ID: 570 | Name: Panpour | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 13.5kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 316
ID: 5 ID: 5 | Name: Great Tusk | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 2.2m | Weight: 320.0kg | Type: [Ground, Fighting] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 570
ID: 37 ID: 37 | Name: Fidough | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.3m | Weight: 10.9kg | Type: [Fairy, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 312
ID: 520 ID: 520 | Name: Bombirdier | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.5m | Weight: 42.9kg | Type: [Flying, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 485
ID: 716 ID: 716 | Name: Mega Gardevoir | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.6m | Weight: 48.4kg | Type: [Psychic, Fairy] | Category: Ordinary | Mega Evolution: true | TOTAL: 618
ID: 421 ID: 421 | Name: Scatterbug | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.3m | Weight: 2.5kg | Type: [Bug, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 200
ID: 568 ID: 568 | Name: Mime Jr. | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.6m | Weight: 13.0kg | Type: [Psychic, Fairy] | Category: Ordinary | Mega Evolution: false | TOTAL: 310
ID: 838 ID: 838 | Name: Sharpedo | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.8m | Weight: 88.8kg | Type: [Water, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 460
ID: 751 ID: 751 | Name: Cherubi | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.4m | Weight: 3.3kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 275
ID: 174 ID: 174 | Name: Wormadam Plant Form | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.5m | Weight: 6.5kg | Type: [Bug, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 424
ID: 501 ID: 501 | Name: Arrokuda | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.5m | Weight: 1.0kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 280
ID: 1162 ID: 1162 | Name: Bellibolt | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.2m | Weight: 113.0kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 495
ID: 1068 ID: 1068 | Name: Inkay | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.4m | Weight: 3.5kg | Type: [Dark, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 288
ID: 1168 ID: 1168 | Name: Bunnelby | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.4m | Weight: 5.0kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 237
ID: 827 ID: 827 | Name: Mega Kangaskhan | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 2.2m | Weight: 100.0kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: true | TOTAL: 590
ID: 513 ID: 513 | Name: Gible | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.7m | Weight: 20.5kg | Type: [Dragon, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 300
ID: 52 ID: 52 | Name: Gardevoir | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.6m | Weight: 48.4kg | Type: [Psychic, Fairy] | Category: Ordinary | Mega Evolution: false | TOTAL: 518
ID: 746 ID: 746 | Name: Phantump | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.4m | Weight: 7.0kg | Type: [Ghost, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 309
ID: 394 ID: 394 | Name: Lapras | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 2.5m | Weight: 220.0kg | Type: [Water, Ice] | Category: Ordinary | Mega Evolution: false | TOTAL: 535
ID: 803 ID: 803 | Name: Blipbug | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.4m | Weight: 8.0kg | Type: [Bug, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 180
ID: 310 ID: 310 | Name: Sirfetch'd | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.8m | Weight: 117.0kg | Type: [Fighting, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 507
ID: 244 ID: 244 | Name: Wynaut | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.6m | Weight: 14.0kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 260
ID: 981 ID: 981 | Name: Pignite | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.0m | Weight: 55.5kg | Type: [Fire, Fighting] | Category: Ordinary | Mega Evolution: false | TOTAL: 418
